,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
13718,Dec,2,Tuesday,Honda,Urban,Tuesday,Jan,2,Male,Single,0,Third Party,Sedan - All Perils,Sedan,more than 69000,0,13719,12,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,All Perils
2340,Dec,1,Tuesday,Honda,Urban,Thursday,Dec,3,Male,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2341,16,400,2,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision
8224,Jan,2,Thursday,Honda,Urban,Friday,Jan,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,8225,2,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1995,Liability
14978,Oct,2,Friday,Pontiac,Urban,Saturday,Oct,3,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,14979,9,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
11869,Jun,3,Monday,Toyota,Urban,Tuesday,Jun,3,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11870,4,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
13957,Mar,3,Wednesday,Mazda,Urban,Tuesday,Mar,4,Male,Married,30,Third Party,Sport - Collision,Sport,more than 69000,0,13958,1,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
12168,Feb,1,Tuesday,Chevrolet,Urban,Friday,Feb,1,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12169,9,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
40,Mar,4,Wednesday,Chevrolet,Urban,Wednesday,Apr,1,Female,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,41,11,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
937,Jul,5,Monday,Toyota,Urban,Wednesday,Aug,1,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,938,14,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
8918,Mar,2,Saturday,Pontiac,Urban,Friday,Mar,3,Male,Married,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8919,3,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,1995,Collision
550,Feb,3,Monday,Chevrolet,Urban,Tuesday,Feb,4,Male,Married,64,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,551,7,400,4,8 to 15,15 to 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
15215,Jan,2,Friday,Mazda,Rural,Friday,Jan,3,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15216,5,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
15157,Oct,4,Thursday,Toyota,Urban,Saturday,Dec,3,Male,Married,45,Third Party,Sedan - All Perils,Sedan,less than 20000,0,15158,7,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
11986,Dec,2,Monday,Toyota,Urban,Tuesday,Feb,2,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11987,10,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
5890,May,2,Monday,Accura,Urban,Tuesday,May,2,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,0,5891,7,700,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Liability
10926,Mar,3,Monday,Pontiac,Urban,Wednesday,Mar,4,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10927,11,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1995,Collision
4568,Nov,2,Friday,Mazda,Urban,Friday,Nov,2,Male,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4569,13,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
4415,Mar,5,Tuesday,Accura,Urban,Friday,Mar,5,Male,Married,62,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,4416,12,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils
15417,Nov,5,Thursday,Toyota,Rural,Friday,Dec,1,Male,Single,24,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,15418,4,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
6155,Jun,3,Thursday,Pontiac,Urban,Friday,Jun,3,Male,Married,45,Third Party,Sedan - Liability,Sport,30000 to 39000,0,6156,13,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
1677,Jan,4,Wednesday,Pontiac,Urban,Friday,Feb,1,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1678,7,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
10765,Apr,2,Thursday,Toyota,Urban,Friday,Apr,2,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10766,4,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
5230,Dec,4,Sunday,Pontiac,Urban,Thursday,Jan,2,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5231,6,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
4820,Jun,4,Friday,Mazda,Urban,Tuesday,Aug,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4821,10,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
6137,Jul,1,Saturday,Pontiac,Urban,Thursday,Jul,2,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6138,12,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
14650,Sep,3,Monday,Pontiac,Urban,Tuesday,Sep,3,Male,Married,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14651,14,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
11340,Sep,1,Sunday,Toyota,Urban,Tuesday,Sep,1,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11341,11,400,3,more than 30,more than 30,none,7 years,51 to 65,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision
4702,Oct,2,Sunday,Toyota,Urban,Tuesday,Dec,3,Male,Single,58,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,4703,15,400,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
13120,Sep,4,Friday,Mazda,Urban,Monday,Sep,4,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13121,7,400,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,1996,Liability
4346,Mar,5,Friday,Pontiac,Urban,Tuesday,May,4,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4347,5,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,3 to 4,1994,All Perils
494,Oct,1,Monday,Honda,Urban,Monday,Oct,4,Male,Married,32,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,495,13,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
7939,Mar,3,Wednesday,Pontiac,Urban,Tuesday,Mar,4,Male,Single,24,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,7940,14,400,3,more than 30,more than 30,1,6 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,All Perils
3183,Sep,2,Wednesday,Pontiac,Urban,Thursday,Sep,3,Male,Single,20,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3184,11,400,2,more than 30,more than 30,none,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
13965,Dec,2,Sunday,Mazda,Urban,Tuesday,Dec,2,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13966,5,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Liability
13302,Sep,4,Friday,Pontiac,Urban,Friday,Sep,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13303,14,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
7884,Aug,2,Saturday,Pontiac,Rural,Monday,Aug,3,Female,Single,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7885,6,400,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
8420,Feb,1,Wednesday,Chevrolet,Urban,Monday,Feb,1,Female,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8421,1,400,1,more than 30,more than 30,1,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
8402,Jan,3,Friday,Dodge,Urban,Tuesday,Jan,4,Male,Single,30,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,8403,6,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Collision
2798,Dec,1,Monday,Honda,Urban,Tuesday,Dec,1,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2799,6,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
13346,Sep,3,Tuesday,Pontiac,Urban,Wednesday,Sep,3,Female,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13347,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
11805,Jan,1,Tuesday,Pontiac,Urban,Thursday,Jan,1,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,11806,9,400,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
4277,Jul,3,Friday,Honda,Urban,Thursday,Oct,2,Male,Married,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4278,15,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,1 year,1 vehicle,1994,Liability
2897,Apr,3,Thursday,Mazda,Urban,Wednesday,May,1,Male,Single,18,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,2898,8,400,1,more than 30,more than 30,more than 4,3 years,21 to 25,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
2079,Mar,2,Monday,Chevrolet,Urban,Tuesday,Mar,3,Male,Married,61,Policy Holder,Utility - All Perils,Utility,more than 69000,0,2080,3,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,All Perils
9892,Oct,1,Wednesday,Chevrolet,Urban,Friday,Oct,2,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9893,13,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
9303,Mar,1,Thursday,Mazda,Urban,Friday,Mar,1,Female,Single,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9304,6,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1995,Collision
7461,Oct,4,Monday,Mazda,Urban,Wednesday,Oct,4,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,7462,4,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
3508,Apr,1,Wednesday,Toyota,Urban,Wednesday,Apr,1,Female,Single,25,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3509,5,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
3430,Jan,4,Friday,Saturn,Urban,Tuesday,Jan,5,Male,Married,49,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3431,1,400,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
15364,Jan,1,Tuesday,Toyota,Urban,Tuesday,Jan,2,Male,Married,53,Third Party,Sedan - All Perils,Sedan,less than 20000,0,15365,8,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
14539,Sep,3,Tuesday,Mazda,Urban,Wednesday,Sep,3,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14540,3,700,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
10601,Mar,1,Monday,Toyota,Urban,Wednesday,Mar,2,Male,Married,60,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,10602,16,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1995,Liability
6495,Jul,3,Thursday,Pontiac,Urban,Wednesday,Sep,2,Female,Single,38,Third Party,Sedan - Liability,Sport,30000 to 39000,0,6496,8,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Liability
5341,Jan,3,Thursday,Ford,Urban,Wednesday,Jan,4,Female,Married,54,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,5342,16,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
4773,Apr,4,Monday,Honda,Urban,Monday,Apr,4,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4774,5,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
13978,Mar,2,Saturday,Accura,Urban,Wednesday,Mar,3,Male,Married,40,Policy Holder,Utility - All Perils,Utility,more than 69000,0,13979,7,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
5324,Dec,4,Sunday,Mazda,Urban,Wednesday,Jan,3,Male,Married,79,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5325,9,400,2,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
8242,Aug,1,Friday,Pontiac,Urban,Wednesday,Aug,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8243,2,400,4,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,All Perils
4644,Mar,2,Thursday,Honda,Urban,Thursday,Mar,3,Male,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,4645,1,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision
7444,Mar,3,Monday,Toyota,Urban,Tuesday,Mar,3,Male,Married,51,Policy Holder,Sedan - Liability,Sport,more than 69000,0,7445,7,400,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
11252,Oct,5,Saturday,Honda,Urban,Saturday,Nov,1,Male,Married,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11253,15,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1995,Liability
14403,Feb,1,Wednesday,Mercury,Urban,Friday,Feb,1,Male,Single,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14404,1,400,1,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
12656,Jun,1,Monday,Mercury,Rural,Tuesday,Jun,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,12657,13,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils
14760,May,5,Wednesday,Toyota,Urban,Thursday,Jun,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14761,14,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,3 to 4,1996,Collision
9630,Apr,4,Friday,Pontiac,Urban,Friday,Apr,4,Male,Married,62,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9631,5,400,4,more than 30,more than 30,none,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1995,All Perils
10184,Dec,5,Friday,Toyota,Urban,Monday,Jan,1,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10185,9,400,3,more than 30,more than 30,none,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
14186,Oct,4,Thursday,Honda,Rural,Thursday,Oct,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,14187,12,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,1996,Collision
10081,Oct,2,Wednesday,Ford,Urban,Friday,Oct,2,Female,Single,33,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,10082,4,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,Liability
4460,Nov,1,Friday,Toyota,Urban,Monday,Nov,3,Male,Married,51,Third Party,Sedan - Collision,Sedan,40000 to 59000,0,4461,12,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
10435,Jan,4,Wednesday,Chevrolet,Urban,Thursday,Jan,4,Male,Married,36,Third Party,Sedan - Liability,Sport,20000 to 29000,0,10436,11,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
9616,Mar,5,Wednesday,Pontiac,Urban,Tuesday,Apr,1,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9617,10,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
4034,Feb,2,Sunday,Mazda,Urban,Wednesday,Mar,2,Female,Married,34,Third Party,Sport - Collision,Sport,more than 69000,0,4035,12,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
6381,May,3,Friday,Dodge,Urban,Thursday,May,4,Male,Married,31,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6382,4,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1995,Liability
10808,Sep,4,Wednesday,Pontiac,Urban,Wednesday,Sep,4,Female,Married,43,Policy Holder,Sedan - Liability,Sport,less than 20000,0,10809,14,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Liability
37,Sep,2,Friday,Mazda,Urban,Friday,Sep,3,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,38,4,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision
9152,Jan,2,Sunday,Pontiac,Rural,Monday,Jan,2,Male,Married,54,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,9153,15,400,2,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
1807,May,3,Monday,Mazda,Urban,Monday,May,3,Female,Single,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1808,16,400,3,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
14050,Nov,1,Friday,Pontiac,Urban,Monday,Nov,1,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14051,10,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,External,none,no change,1 vehicle,1996,Liability
9705,Jun,1,Tuesday,Mazda,Urban,Wednesday,Jun,2,Male,Single,46,Third Party,Sport - Collision,Sport,more than 69000,0,9706,14,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
8649,Oct,2,Saturday,Honda,Urban,Tuesday,Oct,2,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8650,16,700,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
10297,Dec,5,Thursday,Toyota,Rural,Wednesday,Jan,2,Female,Single,29,Policy Holder,Sedan - Liability,Sport,more than 69000,0,10298,11,400,1,more than 30,more than 30,2 to 4,3 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,Liability
12580,Dec,3,Wednesday,Toyota,Urban,Thursday,Dec,4,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12581,15,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
4016,Oct,5,Sunday,Chevrolet,Urban,Tuesday,Oct,5,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,4017,15,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
6035,Nov,5,Wednesday,Honda,Urban,Monday,Dec,1,Female,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6036,9,400,4,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision
10310,Jun,3,Saturday,Honda,Urban,Tuesday,Jun,3,Male,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10311,1,400,3,more than 30,more than 30,2 to 4,5 years,26 to 30,Yes,No,External,3 to 5,no change,1 vehicle,1995,Collision
